gameId,playId,teamAbbr,week,UnexpectedIndex,UnexpectedRate,Certainty,Uncertainty,AggresiveIndex,PassRushers,ExpectedPassRushers,EPA,success,pressure,unblocked,ExpectedBlitz,ActualBlitz
2022090800,56,LA,1,0,0,0.9711930140623871,0.028806985937612883,-0.2163427894037409,4,4.216342789403741,0.00442040245980024,1,0,0,0,0
2022090800,122,LA,1,0,0,0.9734276945028477,0.026572305497152282,0.17092584520639081,5,4.829074154793609,0.399208846967667,1,0.09090909090909091,0,1,1
2022090800,167,LA,1,0.9368526066571377,0.09090909090909091,0.970808866053961,0.029191133946039005,-0.863049752248729,4,4.863049752248729,1.37344093748834,1,0,0,1,0
2022090800,212,LA,1,0,0,0.949424002216103,0.050575997783896987,0.09542158277863196,4,3.904578417221368,0.547352206544019,1,0,0,0,0
2022090800,236,LA,1,1.2285843686944073,0.18181818181818182,0.9440060601625363,0.0559939398374637,-1.805037393030971,3,4.805037393030971,2.91832571139093,1,0,0,1,0
2022090800,364,BUF,1,0,0,0.9511614048908611,0.048838595109138905,-0.20759876957118079,4,4.207598769571181,3.1243814942427,1,0.09090909090909091,0,0,0
2022090800,414,BUF,1,0,0,0.9643949532363094,0.035605046763690584,-0.046648002349857706,4,4.0466480023498574,1.08640423417091,1,0,0,0,0
2022090800,438,BUF,1,0,0,0.9604361029359592,0.03956389706404084,-0.05736018576235887,4,4.0573601857623585,-0.2383437321987,0,0,0,0,0
2022090800,467,BUF,1,0,0,0.9582988866506456,0.041701113349354446,0.027985648188054855,4,3.972014351811945,-2.09414110006765,0,0.2727272727272727,0,0,0
2022090800,486,BUF,1,0,0,0.9627273936679372,0.03727260633206275,-0.10641420618095089,4,4.1064142061809505,-1.04183847806416,0,0.09090909090909091,0,0,0
2022090800,550,LA,1,0.7289945771748771,0.09090909090909091,0.9737246144395694,0.02627538556043063,-0.922674884007189,4,4.922674884007189,-1.1758899660781,0,0.36363636363636365,0,1,0
2022090800,569,LA,1,0,0,0.9580425497173516,0.04195745028264841,-0.1179652407447824,4,4.117965240744782,2.01205852394924,1,0,0,0,0
2022090800,593,LA,1,0,0,0.9746126172567788,0.025387382743221165,-0.1772766588375785,4,4.177276658837578,0.722006470896304,1,0,0,0,0
2022090800,617,LA,1,0.4859537627285011,0.09090909090909091,0.950697128285871,0.04930287171412895,0.5346292033578813,5,4.4653707966421186,0.741917429259047,1,0,0,0,1
2022090800,646,LA,1,0.6993797372618802,0.09090909090909091,0.9604735243049415,0.039526475695058516,-0.7451988303891921,4,4.745198830389192,1.35246869327966,1,0,0,1,0
2022090800,692,LA,1,0.5966078198799856,0.09090909090909091,0.9444537453612892,0.05554625463871077,-0.9172119280853694,4,4.9172119280853694,-0.276642305660062,0,0,0,1,0
2022090800,721,LA,1,0.6964354241098396,0.09090909090909091,0.9590579869683715,0.04094201303162848,-0.7504556307349317,4,4.7504556307349315,-4.73727653035894,0,0,0,1,0
2022090800,775,BUF,1,0,0,0.9537605543324518,0.04623944566754823,-0.4155233012131778,4,4.415523301213178,-0.200449468567967,0,0,0,0,0
2022090800,818,BUF,1,0,0,0.9132619427759995,0.08673805722400052,-0.592378434509057,4,4.592378434509057,-1.37273145653307,0,0.18181818181818182,0,1,0
2022090800,867,LA,1,0,0,0.9626376816356729,0.03736231836432713,-0.2562710546192553,4,4.256271054619256,-0.476211209548637,0,0.09090909090909091,0,0,0
2022090800,954,BUF,1,0,0,0.9613275772916107,0.03867242270838933,-0.07235722631003307,4,4.072357226310033,-4.74903482431546,0,0.09090909090909091,0,0,0
2022090800,1030,LA,1,0,0,0.9615485976446386,0.038451402355361375,0.03592305500356168,4,3.9640769449964384,1.50884259701706,1,0,0,0,0
2022090800,1102,LA,1,0.5157706570327487,0.09090909090909091,0.9684732943383699,0.03152670566163007,-0.7320089876832482,4,4.7320089876832485,-0.132479459745809,0,0,0,1,0
2022090800,1126,LA,1,1.006051634047009,0.18181818181818182,0.9362580638918999,0.06374193610810008,1.6747306614505175,6,4.325269338549482,-1.15755277505377,0,0,0,0,1
2022090800,1208,BUF,1,0,0,0.9610471538735325,0.038952846126467544,-0.06908283123854493,4,4.069082831238545,-0.822759851347655,0,0,0,0,0
2022090800,1230,BUF,1,0,0,0.9405257395462816,0.0594742604537184,-0.35717442305775265,4,4.357174423057752,1.85966627509333,1,0,0,0,0
2022090800,1286,BUF,1,0,0,0.9595837629134233,0.04041623708657671,0.23712731164658032,4,3.76287268835342,0.273790133476723,1,0,0,0,0
2022090800,1315,BUF,1,0,0,0.9445751274626953,0.05542487253730466,-0.284571440059138,4,4.284571440059138,-2.22211324010277,0,0.09090909090909091,0,0,0
2022090800,1334,BUF,1,0,0,0.9603620005298168,0.039637999470183205,-0.08986022781772192,4,4.089860227817722,0.514896295440849,1,0,0,0,0
2022090800,1358,BUF,1,0,0,0.9131933112950431,0.08680668870495689,-0.6747970302486467,4,4.674797030248646,1.79311883397168,1,0,0,1,0
2022090800,1427,BUF,1,0,0,0.9472176810424906,0.0527823189575094,-0.13803530368196706,4,4.138035303681967,1.39090959815076,1,0,0,0,0
2022090800,1504,LA,1,1.4872249497898156,0.18181818181818182,0.9607430304238782,0.03925696957612179,-0.05326569529165254,4,4.053265695291652,-1.0611901266966,0,0.2727272727272727,1,0,0
2022090800,1563,LA,1,0.1658361222305733,0.09090909090909091,0.930504939575495,0.06949506042450504,0.6690627921371108,5,4.330937207862889,1.38444444024935,1,0,0,0,1
2022090800,1609,LA,1,0,0,0.9557881846896952,0.044211815310304825,-0.13429894921324198,4,4.134298949213242,-4.71579634811496,0,0,0,0,0
2022090800,1635,BUF,1,0,0,0.962045378387814,0.03795462161218599,-0.06137372780568308,4,4.061373727805683,-0.354796737956349,0,0.09090909090909091,1,0,0
2022090800,1657,BUF,1,0,0,0.947275904400755,0.05272409559924496,-0.24593668935653218,4,4.245936689356532,-0.479243565583602,0,0,0,0,0
2022090800,1712,BUF,1,0,0,0.9680334435519402,0.03196655644805979,-0.2572260188986732,4,4.257226018898673,0.705892342550214,1,0,0,0,0
2022090800,1800,BUF,1,0,0,0.9491279107767248,0.05087208922327524,-0.2734515014433334,4,4.273451501443334,-0.889428634254728,0,0.2727272727272727,0,0,0
2022090800,1836,BUF,1,0.7487579407503826,0.09090909090909091,0.9573817383698553,0.042618261630144705,-1.1701606175560781,3,4.170160617556078,-1.30166871991241,0,0,0,0,0
2022090800,1967,BUF,1,0,0,0.9599401821721701,0.04005981782782986,-0.034844521099584434,4,4.0348445210995845,-0.503248426131904,0,0.09090909090909091,0,0,0
2022090800,1991,BUF,1,1.8591666990200781,0.36363636363636365,0.8891690630118103,0.11083093698818969,-1.8885079970423932,3,4.888507997042393,-2.12665515718982,0,0.09090909090909091,0,1,0
2022090800,2184,LA,1,0.6984493004823917,0.09090909090909091,0.9569985596141255,0.0430014403858745,-0.7357243253341015,4,4.735724325334102,0.406681949854828,1,0,0,1,0
2022090800,2208,LA,1,0,0,0.9686201888632763,0.03137981113672372,0.02497923856843923,5,4.975020761431561,0.49140557134524,1,0,0,1,1
2022090800,2288,BUF,1,0,0,0.9638270941045417,0.036172905895458296,-0.051322494841574064,4,4.051322494841574,-0.564720797818154,0,0.09090909090909091,1,0,0
2022090800,2307,BUF,1,0,0,0.9175710325891305,0.08242896741086947,-0.5070328007370293,4,4.507032800737029,2.0806626775302,1,0,0,1,0
2022090800,2336,BUF,1,0,0,0.9614569666184715,0.038543033381528535,0.02954527517554817,4,3.9704547248244517,0.51397503609769,1,0,0,0,0
2022090800,2381,BUF,1,0,0,0.9466897214016324,0.053310278598367566,-0.25263799660873676,4,4.252637996608737,-2.1640566890128,0,0.09090909090909091,0,0,0
2022090800,2400,BUF,1,0,0,0.9654856415794529,0.034514358420547064,-0.14570228267050764,4,4.1457022826705074,-1.35579151567072,0,0,0,0,0
2022090800,2527,LA,1,1.6218497701372325,0.18181818181818182,0.9572982450388771,0.04270175496112294,-0.12232701035561248,4,4.122327010355613,1.39504760596901,1,0,0,0,0
2022090800,2572,LA,1,0.7050175425090102,0.09090909090909091,0.9711978346726368,0.02880216532736324,-0.9507732383379496,4,4.95077323833795,-0.296789505984634,0,0,0,1,0
2022090800,2599,LA,1,0,0,0.9222875703526835,0.0777124296473165,-0.46314670931513763,4,4.463146709315137,1.69809200474992,1,0,0,0,0
2022090800,2623,LA,1,0,0,0.9567706433275593,0.043229356672440655,-0.11545883075497414,4,4.115458830754974,-0.415276841027662,0,0,0,0,0
2022090800,2688,LA,1,0,0,0.8930701341436468,0.10692986585635322,0.2585053268360877,5,4.7414946731639125,4.46786085492931,1,0.09090909090909091,0,1,1
2022090800,2733,LA,1,0,0,0.9488219135330795,0.05117808646692046,0.3192475263555537,5,4.680752473644446,-1.09714334609453,0,0,0,1,1
2022090800,2815,BUF,1,0,0,0.9637048659452006,0.03629513405479945,-0.02833644818332832,4,4.028336448183328,0.611520452424884,1,0,0,0,0
2022090800,2860,BUF,1,0,0,0.9398885492529974,0.06011145074700264,-0.08332189160422024,4,4.08332189160422,-0.125082884682342,0,0.09090909090909091,0,0,0
2022090800,2884,BUF,1,0,0,0.9217137073989643,0.0782862926010357,-0.36356208606227014,4,4.36356208606227,1.2642147182487,1,0,0,0,0
